channel,watch_time_minutes,stream_time_minutes,peak_viewers,average_viewers,followers,followers_gained,views_gained,partnered,mature,language,watch_time_hours,stream_time_hours,followers_per_hour,views_per_follower,engagement_rate
Faker,492835710,17115,56325,29414,2716270,750480,26508938,True,False,Korean,8213928.5,285.25,2630.955302366345,35.32264417439505,0.010828820404451694
Mongraal,492733995,27060,89706,18180,2951980,1454481,19515587,True,False,English,8212233.25,451.0,3225.0133037694013,13.417560628155336,0.006158578310151153
탬탬버린 (2chamcham2),490230510,95055,16243,5107,489270,144698,13076008,True,False,Korean,8170508.5,1584.25,91.33533217610857,90.3675793722097,0.010437999468596072
EmadGG,487281450,132630,67732,2741,702744,623391,9556065,True,False,English,8121357.5,2210.5,282.013571590138,15.32916740857664,0.003900424621199185
쌍베 (pacific8815),483895050,120435,20936,3992,171858,54326,14452008,True,False,Korean,8064917.5,2007.25,27.064889774567195,266.0237823509922,0.023228479325955148
FolagorLives,482387190,79995,57813,5032,786983,417899,9640983,True,False,Spanish,8039786.5,1333.25,313.443840240015,23.070126992407257,0.006394039007195835
lilypichu,477949200,56280,33075,8407,1363222,657630,14729189,True,False,English,7965820.0,938.0,701.0980810234541,22.397379985706248,0.006167007281279204
mistermv,476597370,71655,39961,6627,479900,150486,12959273,True,True,French,7943289.5,1194.25,126.00879212895123,86.11613704929363,0.013809126901437799
Bonjwa,473157810,251250,11063,1802,123954,20250,14247514,True,False,German,7885963.5,4187.5,4.835820895522388,703.580938271605,0.014537651064104425
KingGeorge,472786395,160140,12621,2914,767727,250434,6445996,True,False,English,7879773.25,2669.0,93.83064818284001,25.739300574203185,0.0037956200576507015
KingRichard,472405995,137175,17327,3312,1536757,109795,9570639,True,False,English,7873433.25,2286.25,48.024056861673046,87.1682590281889,0.0021551878403677353
melharucos,468792120,130275,13825,3519,328473,59167,17845821,True,True,Russian,7813202.0,2171.25,27.250201496833622,301.6178106038839,0.010713209304874374
INSCOPE21TV,468467130,59925,51244,7554,658658,491663,10630158,True,True,German,7807785.5,998.75,492.27834793491866,21.620821579008386,0.011468774386707518
JohnPitterTV,461605275,508965,4148,900,286184,211365,19054606,True,False,Portuguese,7693421.25,8482.75,24.91703751731455,90.15024247155395,0.0031448298996449835
Zizaran,460519830,156195,20745,2552,267004,47149,16917944,True,False,English,7675330.5,2603.25,18.111591280130607,358.81872362086153,0.009557909244805322
imls,460332570,78945,32758,5621,392024,177673,8610645,True,False,English,7672209.5,1315.75,135.035531065932,48.46344126569597,0.014338407852580455
TSM_ImperialHal,459076530,120975,23107,3550,302593,287810,8907366,True,False,English,7651275.5,2016.25,142.7451952882827,30.94877175914666,0.011731930348686189
악어 (jdm2088),458883255,32625,65622,15405,276488,132821,5377506,True,False,Korean,7648054.25,543.75,244.26850574712643,40.48686578176644,0.055716703799079885
Ramee,457242510,159825,10845,2825,132642,74094,6606894,True,False,English,7620708.5,2663.75,27.815673392773345,89.16908251680297,0.02129792976583586
Towelliee,453487500,183090,15495,2392,705098,21398,17009119,True,False,English,7558125.0,3051.5,7.012289038177945,794.8929339190579,0.003392436228722816
SPYGEA,452479680,143730,17228,3131,222046,92067,10569192,True,False,Japanese,7541328.0,2395.5,38.43331246086412,114.79891817915214,0.014100681840699675
FollowGrubby,451910415,132015,15296,3365,430649,46282,12249560,True,False,English,7531840.25,2200.25,21.034882399727305,264.6722267836308,0.007813788026908224
Amar,449223195,100800,45549,4207,604374,281928,11787544,True,False,German,7487053.25,1680.0,167.81428571428572,41.810476433699385,0.006960921548577537
mch_AGG,443328990,499575,11191,884,219431,124548,11142208,True,True,Portuguese,7388816.5,8326.25,14.958474703497973,89.46115553842695,0.004028601245949752
IWillDominate,442870530,93480,23813,4591,797244,79514,8695968,True,False,English,7381175.5,1558.0,51.03594351732991,109.3639862162638,0.005758588336820346
Nadeshot,440331540,50175,40327,7985,1472104,428800,7844647,True,True,English,7338859.0,836.25,512.7653213751869,18.294419309701492,0.005424209159135496
buddha,438460680,135090,11971,3184,247303,24901,6326808,True,True,English,7307678.0,2251.5,11.059737952476127,254.0784707441468,0.01287489436035956
Deadlyslob,438143850,119085,104568,3088,315637,130944,6321235,True,False,English,7302397.5,1984.75,65.975059831213,48.2743386485826,0.0097833904136714
懶貓 (failverde),437353350,184845,14610,2348,169973,29861,13001718,True,False,Chinese,7289222.5,3080.75,9.692769617787876,435.40799035531296,0.01381395868755626
嬌兔 (zrush),436243530,137910,10628,3084,180412,49296,13297850,True,True,Chinese,7270725.5,2298.5,21.447030672177508,269.75515254787405,0.017094206593796422
HoneyMad,434971635,67995,21369,6394,533250,74407,14755893,True,True,Russian,7249527.25,1133.25,65.65806309287447,198.31323665784134,0.011990623534927332
ESAMarathon,433329345,301395,22132,1460,244440,35038,32500708,True,False,English,7222155.75,5023.25,6.975165480515602,927.5845653290713,0.005972835869743086
Nmplol,429213420,63870,24687,6767,455444,130564,8859183,True,False,English,7153557.0,1064.5,122.65288868013151,67.85318311326246,0.014858028648966723
relaxing234,428279160,51180,19194,8405,258402,88247,12225523,True,False,Chinese,7137986.0,853.0,103.45486518171161,138.53754801862954,0.03252683802756945
Doigby,428267280,59655,93577,6829,1068260,611786,11805401,True,False,French,7137788.0,994.25,615.3241136535077,19.296618425397117,0.0063926384962462324
Sequisha,426325350,163530,19755,2540,252495,86220,7404102,True,True,English,7105422.5,2725.5,31.63456246560264,85.87453027139875,0.010059605140695855
HusKerrs,425044665,107610,39433,3247,361360,288952,6298662,True,False,English,7084077.75,1793.5,161.110677446334,21.79829867936543,0.008985499225149435
얍얍 (yapyap30),422278350,46800,36933,9306,301033,26768,9798569,True,False,Korean,7037972.5,780.0,34.31794871794872,366.0553272564256,0.030913554327930824
Elwind,421436625,58965,18270,7165,703464,200170,14369324,True,False,Turkish,7023943.75,982.75,203.6835410836937,71.78560223809761,0.010185311544016466
Shiphtur,420316860,118410,19688,3414,709343,58604,7906425,True,False,English,7005281.0,1973.5,29.695464910058273,134.91271926830933,0.004812904335420241
BarbarousKing,419187600,188895,13419,2244,159402,42931,4822422,True,True,English,6986460.0,3148.25,13.636464702612562,112.32959865831218,0.014077615086385366
alexelcapo,418413015,72930,74670,5772,680023,211908,13364167,True,False,Spanish,6973550.25,1215.5,174.33813245577952,63.0658918021028,0.008487948201752
moistcr1tikal,415091820,103170,42135,3977,1166681,724159,7780736,True,False,English,6918197.0,1719.5,421.14510031986043,10.744513290589497,0.0034088152631267673
Rush,412717875,86265,15405,4731,542991,120906,7575905,True,False,English,6878631.25,1437.75,84.09389671361502,62.659462723107204,0.008712851594225319
LosPollosTV,411900525,69900,54323,5671,476096,138468,6201733,True,False,English,6865008.75,1165.0,118.85665236051503,44.788203772712826,0.011911463234305687
DreamLeague,411414600,244560,147514,1751,349054,61032,7424007,True,False,English,6856910.0,4076.0,14.973503434739941,121.64122099882029,0.005016415798128657
Voyboy,411274050,80670,21187,4632,1251182,139443,8151140,True,False,English,6854567.5,1344.5,103.71364819635552,58.4549959481652,0.003702099294906736
BastiGHG,410621295,144135,10455,2733,507730,236118,8093220,True,False,German,6843688.25,2402.25,98.29035279425538,34.27616700124514,0.005382782187383058
DatModz,409985220,228615,14288,1753,270720,36757,9812812,True,False,English,6833087.0,3810.25,9.646873564726723,266.964442147074,0.006475325059101655
dafran,408885990,92565,19611,4319,599036,142689,7944645,True,False,English,6814766.5,1542.75,92.49003403014098,55.678048062569644,0.007209917267075768
yeTz,408478725,87990,21212,4221,849972,281059,10731565,True,False,Portuguese,6807978.75,1466.5,191.6529151039891,38.18260578739695,0.004966045940336858
Aurateur,407829960,163815,15547,2492,142427,26782,4368785,True,True,English,6797166.0,2730.25,9.809358117388518,163.12392651781047,0.017496682511040744
pokelawls,407214675,118335,22496,3352,668807,182123,5999354,True,False,English,6786911.25,1972.25,92.3427557358347,32.94122104292154,0.005011909265303743
ziGueira,407188275,117555,36519,3203,529814,212042,7967420,True,False,Portuguese,6786471.25,1959.25,108.22610692867168,37.57472576187737,0.006045517860985176
A_Seagull,407156655,95160,28779,4193,1028544,55228,7374161,True,True,English,6785944.25,1586.0,34.82219419924338,133.5221445643514,0.004076636488084127
koil,403848390,145035,13421,2791,299033,50231,7743238,True,True,English,6730806.5,2417.25,20.78022546281932,154.15257510302402,0.009333418050850575
PAGO3,402836460,156135,20284,2326,425072,150470,12693893,True,False,Polish,6713941.0,2602.25,57.82303775578826,84.36162025652953,0.005472014152896451
Llobeti4,402468465,112545,37469,3410,648084,606080,9957496,True,False,Spanish,6707807.75,1875.75,323.1134212981474,16.42934266103485,0.00526166361150715
殺梗 (xargon0731),401439255,155325,8406,2549,283232,16999,17013239,True,False,Chinese,6690654.25,2588.75,6.566489618541767,1000.8376375080887,0.008999689300643996
itsHafu,400822020,123375,34345,3276,787371,36756,10008765,True,False,English,6680367.0,2056.25,17.875258358662613,272.302889324192,0.004160681559264946
shongxbong,400635750,50310,94869,7656,845158,671127,4198232,True,False,Arabic,6677262.5,838.5,800.3899821109123,6.25549560664375,0.009058661220742156
StaysafeTV,399746130,135180,15608,2876,149648,73218,7427189,True,True,English,6662435.5,2253.0,32.49800266311585,101.43938648966102,0.019218432588474287
Loeya,398289900,150495,7955,2635,1233300,337821,19024045,True,False,English,6638165.0,2508.25,134.68394298813914,56.31397988875766,0.0021365442309251603
RiotGamesJP,390922410,26325,60682,13675,141684,36105,9101692,True,False,Japanese,6515373.5,438.75,82.2905982905983,252.0895166874394,0.09651760255215833
btssmash,389890800,362970,94083,1061,216558,81658,6933788,True,False,English,6498180.0,6049.5,13.498305645094636,84.91253765705748,0.0048993803045835295
PietSmiet,387717165,84495,39004,4147,576903,122061,11483357,True,False,German,6461952.75,1408.25,86.67566128173264,94.07883763036514,0.007188383489078754
Payo,385755615,137400,12274,2772,175503,112595,11672019,True,False,English,6429260.25,2290.0,49.16812227074236,103.66374172920645,0.015794601801678604
Shotz,385739280,153105,10316,2523,159763,48388,5464553,True,True,English,6428988.0,2551.75,18.962672675614773,112.93198726957097,0.01579214211050118
실프_ (silphtv),385176540,197055,9401,1891,309065,87400,7215989,True,False,Korean,6419609.0,3284.25,26.61185963309736,82.56280320366133,0.0061184540468833416
m0xyy,384746505,136095,25387,2431,461534,269311,6207063,True,False,English,6412441.75,2268.25,118.73073955692715,23.047937143302725,0.005267217583103304
LexVeldhuis,380251830,73935,58416,4939,244467,66680,14339774,True,False,English,6337530.5,1232.25,54.11239602353419,215.05359928014397,0.020203135801560128
NateHill,379971075,111555,41610,3311,1055613,449635,14221498,True,False,English,6332851.25,1859.25,241.8367621352696,31.628983508846066,0.003136566146873902
Shaunz,379800060,97860,20861,3791,148568,84393,10605782,True,False,French,6330001.0,1631.0,51.743102391171064,125.67134714964511,0.02551693500619245
Emongg,379682235,155910,21922,2228,504653,156093,5794763,True,False,English,6328037.25,2598.5,60.070425245333844,37.12378517934821,0.004414914802844727
fl0m,379633995,188070,19318,1931,658323,183265,11489901,True,False,English,6327233.25,3134.5,58.46706013718296,62.695555616184215,0.002933210597229627
AsmodaiTV,379345935,132360,11751,2796,247056,30588,6547592,True,False,English,6322432.25,2206.0,13.86582048957389,214.05753890414542,0.011317272197396542
Homyatol,378734925,70725,26274,4826,375749,249186,6981248,True,True,Italian,6312248.75,1178.75,211.3985153764581,28.016212788840466,0.012843680222701857
Grimmmz,377312595,176580,21993,2153,1001739,37734,7803917,True,True,English,6288543.25,2943.0,12.821610601427116,206.81393438278477,0.0021492624326296572
aXtLOL,376430955,73815,25340,4991,763886,193266,8969210,True,False,Portuguese,6273849.25,1230.25,157.0948994106889,46.408628522347435,0.006533697436528488
boyMinORu,376358805,142830,22141,2717,367223,73551,17822170,True,True,Thai,6272646.75,2380.5,30.897290485192187,242.31036967546328,0.007398774041930925
just_ns,376209315,93615,37023,3969,341549,66811,12351240,True,False,Russian,6270155.25,1560.25,42.820701810607275,184.8683600005987,0.011620587382776703
BurkeBlack,372767025,171675,4922,2154,276421,13471,5367772,True,True,English,6212783.75,2861.25,4.708082131935343,398.4687105634326,0.007792461498945449
Trick2g,371417130,132945,28917,2650,1476226,115863,8688676,True,True,English,6190285.5,2215.75,52.29064650795442,74.9909462037061,0.0017951180916743101
FORMAL,369971310,137190,16518,2391,512592,176173,4803076,True,False,English,6166188.5,2286.5,77.04920183686858,27.263405856743088,0.004664528513905797
Fortnite,369166335,12030,169084,28584,3558217,1163448,21509520,True,False,English,6152772.25,200.5,5802.733167082294,18.487736452338222,0.008033236871163281
Magic,362552205,43350,114234,5123,365714,50355,18694298,True,False,Spanish,6042536.75,722.5,69.6955017301038,371.25008440075464,0.014008214068917241
Xari,361741665,80535,28830,4841,269447,147894,5746209,True,False,French,6029027.75,1342.25,110.18364686161296,38.853564039109095,0.017966427534914103
RocketBeansTV,360858030,518415,5223,696,416018,27024,5973152,True,False,German,6014300.5,8640.25,3.1276872775672,221.03137951450563,0.001673004533457687
ANGRYPUG,360278835,184845,9822,1892,366463,48331,4962556,True,True,English,6004647.25,3080.75,15.688062971678974,102.67852930831144,0.005162867738352849
MarcaoRX,359273445,336690,5210,1258,166594,65904,4541683,True,True,Portuguese,5987890.75,5611.5,11.74445335471799,68.91361677591648,0.007551292363470473
yamatonjp,359095725,159420,8247,2269,179920,67794,10882318,True,False,Japanese,5984928.75,2657.0,25.515242754986826,160.52037053426557,0.012611160515784793
btscsgo,357966315,57165,74949,6530,219539,166599,9173781,True,False,English,5966105.25,952.75,174.86119128837575,55.065042407217334,0.029744145687098874
Skyyart,356907810,111165,32577,2311,598579,239491,8203617,True,False,French,5948463.5,1852.75,129.26244771285926,34.25438534224668,0.003860810352518214
gratis150ml,356697420,198075,9601,1801,741652,129328,12187175,True,False,Portuguese,5944957.0,3301.25,39.17546383945475,94.23462049981443,0.002428362628294672
ShivFPS,355389630,203175,7216,1782,236407,174213,6900666,True,False,English,5923160.5,3386.25,51.44717607973422,39.61051127068588,0.007537847864064939
Ponce,355091505,111360,23255,3043,242969,196880,13687141,True,False,French,5918191.75,1856.0,106.07758620689656,69.520220438846,0.0125242314863213
Distortion2,354144315,170220,11495,1953,314170,44982,5500067,True,True,English,5902405.25,2837.0,15.855481142051463,122.27262015917478,0.006216379667059235
boxbox,353396640,117720,25314,2717,1717150,145809,9971842,True,False,English,5889944.0,1962.0,74.31651376146789,68.38975646222113,0.0015822729522755729
강지 (rkdwl12),353381040,141450,29993,2484,507418,270927,12873339,True,False,Korean,5889684.0,2357.5,114.92131495227996,47.51589542570508,0.0048953722571922955
TheKAIRI78,353046060,50310,47081,6795,885915,650990,5134322,True,False,French,5884101.0,838.5,776.3744782349434,7.886944499915513,0.007670036064407985
RiotGamesRU,352700745,17880,73049,19753,173861,75538,6832561,True,False,Russian,5878345.75,298.0,253.48322147651007,90.45197119330668,0.11361374891436263
FPSThailand,351025410,158640,38563,2260,390579,74894,18596656,True,False,Thai,5850423.5,2644.0,28.326021180030256,248.30635297887682,0.005786281392496781
김나성 (naseongkim),350120640,215505,7628,1584,103260,20536,8471746,True,False,Korean,5835344.0,3591.75,5.717547156678499,412.53145695364236,0.015339918651946543
오킹 (obm1025),346276365,96000,19328,3563,428179,244442,8920133,True,False,Korean,5771272.75,1600.0,152.77625,36.49181809999918,0.00832128619105561
singsing,346171920,126795,11839,2735,572005,45761,6526670,True,True,English,5769532.0,2113.25,21.65432390867148,142.6251611634361,0.004781426735780281
BlackUFA,345166455,88035,10349,3889,279922,34803,12888906,True,False,Russian,5752774.25,1467.25,23.71988413699097,370.33893629859494,0.013893155950586236
QuattroAce,342273825,185715,48810,1696,157620,136490,7245324,True,False,Russian,5704563.75,3095.25,44.09659962846297,53.08318558136127,0.010760055830478366
bateson87,342162660,98730,20204,3344,598678,254821,16648694,True,False,English,5702711.0,1645.5,154.85931327863872,65.33485858700814,0.005585640360928579
Staiy,341874270,91545,15429,3711,259624,90591,5503882,True,False,German,5697904.5,1525.75,59.37473373750615,60.75528474130984,0.014293747881551782
polsatgames,340417455,57870,66706,5695,141026,74586,16290334,True,False,Polish,5673624.25,964.5,77.3312597200622,218.41007695814227,0.04038262448059223
NymN,340095510,100125,23488,3402,241746,111122,4409296,True,True,English,5668258.5,1668.75,66.58996254681648,39.679775382012565,0.01407262167729766
orangemorange,338213940,122835,18387,2653,261139,85861,9889442,True,False,German,5636899.0,2047.25,41.93967517401392,115.17967412445697,0.010159340427894722
MinosTV_,338084550,167190,24576,2034,204605,192534,5554989,True,True,French,5634742.5,2786.5,69.09528081823076,28.851989778428745,0.009941106033576893
NairoMK,335695215,106200,22074,3054,339545,69474,6132895,True,False,English,5594920.25,1770.0,39.25084745762712,88.27611768431356,0.008994389550722291
철면수심 (109ace),335311860,145425,12180,2202,166726,35165,7631326,True,False,Korean,5588531.0,2423.75,14.508509541000516,217.01481586805062,0.013207298201840145
UnknownxArmy,333869670,92250,41700,3735,850944,836664,11325781,True,False,English,5564494.5,1537.5,544.1717073170731,13.53683318512569,0.004389243005415162
s1mple,333097410,24615,34971,12723,1681884,740732,20277843,True,False,English,5551623.5,410.25,1805.5624619134674,27.375411079850743,0.007564730980257854
bysTaXx,331965075,48945,259210,6210,1093212,795296,10207313,True,False,Spanish,5532751.25,815.75,974.9261415874962,12.834608749446748,0.005680508446669082
Sjow,331726155,149700,8140,2189,240206,21662,3365340,True,False,English,5528769.25,2495.0,8.682164328657315,155.35684608992707,0.009113011331940086
hardgamechannel,331308960,55125,27529,5711,786562,256678,10562872,True,False,Russian,5521816.0,918.75,279.3774149659864,41.15222964180803,0.007260711806570874
scoped,330160515,63360,47343,5165,731808,728892,8279834,True,True,English,5502675.25,1056.0,690.2386363636364,11.359479868073734,0.007057862171498535
VooDooSh,329448660,137670,7560,2519,85678,66129,9003037,True,True,Russian,5490811.0,2294.5,28.82065809544563,136.14355275295256,0.029400779663390834
WELOVEGAMES,328935150,116520,27956,2761,413458,49713,23682775,True,False,Russian,5482252.5,1942.0,25.598867147270855,476.38997847645487,0.00667782459161511
StereOnline,327697680,400770,4227,785,327645,91352,4620985,True,False,Portuguese,5461628.0,6679.5,13.676472789879481,50.58438786233471,0.0023958857910238215
keanelol,327242790,147255,7208,2176,162917,85035,4068823,True,False,English,5454046.5,2454.25,34.648059488642154,47.848803433880164,0.013356494411264632
살인마협회장 (sal_gu),326488155,122925,16252,2663,164092,45255,6226900,True,False,Korean,5441469.25,2048.75,22.089078706528372,137.59584576289913,0.01622870097262511
sips_,325731015,108990,7872,2984,430755,84034,4331397,True,True,English,5428850.25,1816.5,46.26149187998899,51.54338720041888,0.006927371707815348
ESL_CSGOb,325637220,52530,89949,5114,575769,183662,13742820,True,False,English,5427287.0,875.5,209.7795545402627,74.82669251124348,0.008882034288056494
kyo1984123,325018110,204975,5967,1516,135687,12731,12070678,True,False,Chinese,5416968.5,3416.25,3.7266008049762167,948.1327468384259,0.011172772631128996
midbeast,324433515,118005,16153,2652,330060,143256,10000927,True,False,English,5407225.25,1966.75,72.83894750222449,69.81157508237003,0.008034902744955462
Alexby11,323225055,54810,53526,5331,1448018,1145810,8378248,True,False,Spanish,5387084.25,913.5,1254.3076081007116,7.3120744276974365,0.0036815840687063283
Tumblurr,322841490,81210,17165,3846,353687,236441,4008897,True,False,Italian,5380691.5,1353.5,174.68858514961212,16.95516851984216,0.010874021380486137
Veritas,320121405,135150,103833,1595,182492,131913,4176079,True,False,English,5335356.75,2252.5,58.562930077691455,31.657827507523898,0.008740109155469829
daltoosh,319194420,154440,16445,2038,241602,163486,3665065,True,False,English,5319907.0,2574.0,63.514374514374516,22.418219297065193,0.008435360634431835
ELoTRiX,319051995,56310,31194,5620,895851,318247,5587147,True,True,German,5317533.25,938.5,339.101758124667,17.556008383425453,0.006273364655506329
TSM_Viss,316437645,117795,18844,2668,762778,101135,7091125,True,False,English,5273960.75,1963.25,51.51407105564752,70.11543975873832,0.0034977411514228256
Anthony_Kongphan,316366395,163920,49085,1858,462128,44534,6805829,True,False,English,5272773.25,2732.0,16.300878477306004,152.82321372434544,0.0040205311082643766
modestal,316203420,55455,25985,5660,323364,193939,11440074,True,False,Russian,5270057.0,924.25,209.83391939410333,58.98800138187781,0.017503494513922392
소풍왔니 (yumyumyu77),315613800,66315,24521,4496,309322,46911,13030325,True,False,Korean,5260230.0,1105.25,42.443790997511876,277.76694165547525,0.014535015291508526
XEWER,315398565,189315,17100,1660,455056,215059,6449741,True,False,French,5256642.75,3155.25,68.15909991284367,29.990565379733003,0.003647902675714637
blxckoutz,314656260,152970,18483,2566,482061,402587,8381945,True,False,Portuguese,5244271.0,2549.5,157.9082172975093,20.8202078060146,0.00532297779741568
EASPORTSFIFA,313078095,12165,106126,24395,1287954,427684,11286667,True,False,English,5217968.25,202.75,2109.415536374846,26.3902016442046,0.018940893851799055
ALOHADANCETV,312898725,70320,18317,4288,555334,92209,12461610,True,True,Russian,5214978.75,1172.0,78.67662116040955,135.1452678155061,0.007721479325955191
연두는말안드뤄 (rudbeckia7),311520135,126300,7111,2478,212053,24606,9675073,True,False,Korean,5192002.25,2105.0,11.689311163895487,393.199748028936,0.011685757805831561
Flashpoint,311325840,19320,77708,11713,93616,93120,27828448,True,False,English,5188764.0,322.0,289.1925465838509,298.84501718213056,0.12511750128183216
Steelmage,311218875,178485,10815,1696,60987,37839,7005761,True,False,English,5186981.25,2974.75,12.720060509286494,185.14656835540052,0.02780920524046108
RoyalPhunk,311093010,104565,12141,2934,204451,34597,4921311,True,True,German,5184883.5,1742.75,19.851958112179027,142.2467554990317,0.014350626800553677
Overpow,309892665,153015,10858,2004,254516,29344,9020762,True,True,Polish,5164877.75,2550.25,11.506322909518675,307.4141902944384,0.007873768250326109
NeVeR_LosEs,309559170,82635,9671,3680,200953,23806,10608507,True,False,Chinese,5159319.5,1377.25,17.285169722272645,445.62324624044356,0.01831273979487741
AvoidingThePuddle,309117315,80955,13108,3893,336181,67040,4202354,True,True,English,5151955.25,1349.25,49.68686307207708,62.68427804295943,0.011580071449606016
Ko0416,307823730,200625,5448,1515,108784,12127,11705657,True,True,Chinese,5130395.5,3343.75,3.626766355140187,965.2557928589099,0.013926680394175614
Dota2ruhub2,307331445,55230,54508,5158,248277,71813,13417924,True,False,Russian,5122190.75,920.5,78.01520912547528,186.8453344102043,0.020775182558191052
Slushpuppy,307001595,150525,118125,1560,122486,85852,5065635,True,False,English,5116693.25,2508.75,34.22102640757349,59.00427479849043,0.012736149437486733
itmeJP,306920835,145950,24603,2079,369273,6134,10677522,True,False,English,5115347.25,2432.5,2.5216855087358683,1740.7111183567004,0.005629981070915014
JesusAVGN,306076605,78315,43859,3838,682899,181914,13548535,True,False,Russian,5101276.75,1305.25,139.3710017238077,74.47769275591763,0.00562015759285048
tarzaned,306010080,72390,14602,4159,388878,172683,7744943,True,True,English,5100168.0,1206.5,143.12722751761294,44.850639611310896,0.010694870884956208
Mickalow,305967975,157260,37872,1830,864324,260914,8191116,True,False,French,5099466.25,2621.0,99.54750095383442,31.393930567160062,0.0021172615824621324
UNLOSTV,304599090,19995,128345,12171,1585519,571237,11452750,True,False,Turkish,5076651.5,333.25,1714.139534883721,20.049033938627925,0.007676350772207712
resttpowered,304222200,148335,9248,2072,252184,37681,8585834,True,False,Slovak,5070370.0,2472.25,15.241581555263425,227.8557893898782,0.008216223075214923
Felps,303435945,96930,15553,3109,844681,284169,6099521,True,False,Portuguese,5057265.75,1615.5,175.9015784586815,21.46441378193962,0.0036806794517693663
Doublelift,301917225,20370,52584,13364,1389835,166536,7617972,True,False,English,5031953.75,339.5,490.5331369661267,45.74369505692463,0.009615529901031417
쉐리 (kss7749),301790445,115380,12295,2403,170718,19597,7546887,True,False,Korean,5029840.75,1923.0,10.190847633905356,385.1041996223912,0.014075844374934102
Kiwo,299469345,234330,10836,1243,296481,38195,4900030,True,True,English,4991155.75,3905.5,9.779797721162463,128.28982851158528,0.0041925114931479586
adolfz,299235990,62520,15928,4926,294217,154653,2743587,True,True,Portuguese,4987266.5,1042.0,148.4193857965451,17.740276619270237,0.01674274430097513
LigaPro1,298828170,232620,11533,1149,30986,29434,60922719,False,False,Other,4980469.5,3877.0,7.591952540624194,2069.8076714004214,0.037081262505647715
knekro,298811910,102210,13731,2912,260728,97206,10900480,True,False,Spanish,4980198.5,1703.5,57.06251834458468,112.13793387239471,0.011168727562824093
Savjz,298693050,86205,12708,3401,542892,13967,4072337,True,False,English,4978217.5,1436.75,9.721245867409083,291.5684828524379,0.006264597746881516
BobbyPoffGaming,298668465,224295,6453,1254,125803,81131,2208405,True,False,English,4977807.75,3738.25,21.702935865712565,27.22023640778494,0.009967965787779306
The_Happy_Hob,295999245,106125,8560,2834,216106,38712,4158704,True,True,English,4933320.75,1768.75,21.886643109540636,107.42674106220294,0.013113934828278715
Smurfdomuca,294868035,107055,18282,2843,267948,251923,5976634,True,False,Portuguese,4914467.25,1784.25,141.1926579795432,23.724050602763544,0.01061026766387508
Timmac,294663825,191970,13500,1460,393639,32867,4232938,True,False,English,4911063.75,3199.5,10.272542584778872,128.7899108528311,0.0037089820876488357
Nikolarn,293952480,129510,30044,2279,526389,214216,3964166,True,False,English,4899208.0,2158.5,99.24299281908733,18.505461776898084,0.0043294977668606295
소우릎 (so_urf),293688270,167895,9665,1756,95477,44040,8120712,True,False,Korean,4894804.5,2798.25,15.738407933529885,184.39400544959128,0.01839186400913309
RiffTrax,293583075,521445,24765,562,79099,17200,3313465,True,False,English,4893051.25,8690.75,1.9791157264908092,192.64331395348836,0.007105020291027699
pimpimenta,293014110,164940,20855,1744,828298,254312,12258152,True,False,Portuguese,4883568.5,2749.0,92.51073117497272,48.20123313095725,0.002105522408601735
FACEIT TV (faceittv),292881510,35910,145470,9722,1681615,23166,17259602,True,False,English,4881358.5,598.5,38.70676691729323,745.0402313735647,0.005781347097879122
crokeyz,292698660,163095,5916,1796,68907,36715,3476636,True,False,English,4878311.0,2718.25,13.506851834820196,94.69252349176087,0.02606411540191853
Letshe,291144945,80745,28808,3073,884661,687813,11561585,True,False,English,4852415.75,1345.75,511.10013003901173,16.809198139610622,0.003473646967595497
SaltyBet,290991045,508140,3467,571,224099,69465,4509671,True,False,English,4849850.75,8469.0,8.20226709174637,64.92004606636435,0.002547981026242866
소니쇼 (sonycast_),290499225,100605,7998,2840,255949,54706,10802748,True,False,Korean,4841653.75,1676.75,32.62621142090353,197.46916243190876,0.011095960523385517
HGmony,290461620,111360,21999,2465,34358,32326,90310969,False,False,Russian,4841027.0,1856.0,17.417025862068964,2793.7563880467733,0.07174457186099308
jakenbakeLIVE,289531305,120435,23432,2375,489623,116554,7920696,True,False,English,4825521.75,2007.25,58.06650890521858,67.95730734251934,0.00485067082224487
Syndicate,289369785,58695,22845,4281,3000509,282047,13227099,True,False,English,4822829.75,978.25,288.31791464349607,46.896790251270176,0.00142675792673843
RakanooLive,289110855,104535,22607,2726,1234662,471456,3836302,True,False,Arabic,4818514.25,1742.25,270.60180800688767,8.137136869612435,0.0022078917144935212
공혁준 (rhdgurwns),289103100,76590,40001,3828,289455,67061,12487303,True,False,Korean,4818385.0,1276.5,52.53505679592636,186.20812394685436,0.01322485360418718
limit_maximum,288857850,85905,124818,1886,162040,70116,5965543,True,True,English,4814297.5,1431.75,48.972236773179674,85.08105140053625,0.01163910145643051
ElRichMC,288441015,31155,95938,9062,688715,431071,8120275,True,False,Spanish,4807350.25,519.25,830.1800674049109,18.837442091905974,0.013157837421865357
guit88man,287764245,140685,7681,1989,144898,25130,8666012,True,True,Russian,4796070.75,2344.75,10.717560507516794,344.84727417429366,0.013726897541719003
RaizQT,286839210,121965,15185,2164,167584,31194,5190502,True,False,English,4780653.5,2032.75,15.34571393432542,166.39424248252868,0.01291292724842467
